LS1,LS2
36.641932,162.011372
43.289174,160.934317
44.443259,164.812982
41.308619,164.781039
44.728139,165.965583
40.851964,164.78441
37.216092,162.243416
42.918885,163.576677
37.694173,163.775742
40.497881,163.570357
38.830762,160.61802
37.009399,159.689162
40.072722,160.506381
40.14256,161.018674
41.862254,158.608834
38.86737,156.216627
37.994127,157.273764
34.504342,154.498
38.815354,155.155823
37.819078,154.153229
